author,bvid,coin,dynamic,mp3_paths,mp3_urls,mp4_paths,mp4_urls,title,url
一步为马,BV1gT411n7Tp,12112,,,"https://cn-hbwh-cm-01-05.bilivideo.com/upgcxcode/02/05/780560502/780560502-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578233&gen=playurlv2&os=bcache&oi=2028218539&trid=0000c2f0025d48244af9aec0d8b877537503u&mid=350014857&platform=pc&upsig=20a4e44c364eedacab9483d43e7f3853&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&cdnid=10201&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=40058&logo=80000000",,"https://xy39x164x101x242xy.mcdn.bilivideo.cn:4483/upgcxcode/02/05/780560502/780560502-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578233&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001c2f0025d48244af9aec0d8b877537503u&mid=350014857&platform=pc&upsig=cdc019a8ca412f55feb3adb06fcabd64&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=326840&logo=A0002000",我们拥有世上的全部时间，对吗！,https://www.bilibili.com/video/BV1gT411n7Tp
一步为马,BV1gT411n7Tp,12112,,,"https://xy39x164x115x227xy.mcdn.bilivideo.cn:4483/upgcxcode/22/94/780449422/780449422_nb3-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578237&gen=playurlv2&os=mcdn&oi=2028218539&trid=000151ce7ec290c342138c8e7c28a824aeccu&mid=350014857&platform=pc&upsig=9099c86ee255c2a03afcf2f4f5ab1364&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=16458&logo=A0002000",,"https://xy39x164x115x230xy.mcdn.bilivideo.cn:4483/upgcxcode/22/94/780449422/780449422_nb3-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578237&gen=playurlv2&os=mcdn&oi=2028218539&trid=000151ce7ec290c342138c8e7c28a824aeccu&mid=350014857&platform=pc&upsig=79b0e1af11a259c704e17df48bff837b&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=52089&logo=A0002000",我们拥有世上的全部时间，对吗！,https://www.bilibili.com/video/BV1gT411n7Tp
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy36x133x43x31xy.mcdn.bilivideo.cn:4483/upgcxcode/09/79/778807909/778807909-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578241&gen=playurlv2&os=mcdn&oi=2028218539&trid=000147d8039b2d924781ab8ac448041c1fe4u&mid=350014857&platform=pc&upsig=acbaf64793013fe581f4d693ffba1ca1&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=6000201&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=16283&logo=A0000020",,"https://xy36x133x41x170xy.mcdn.bilivideo.cn:4483/upgcxcode/09/79/778807909/778807909-1-30064.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578241&gen=playurlv2&os=mcdn&oi=2028218539&trid=000147d8039b2d924781ab8ac448041c1fe4u&mid=350014857&platform=pc&upsig=787c5080e6fc893aeaf83762e77eb3d2&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=6000208&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=192963&logo=A0000020",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy111x59x243x71xy.mcdn.bilivideo.cn:4483/upgcxcode/31/17/777921731/777921731_u1-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578245&gen=playurlv2&os=mcdn&oi=2028218539&trid=000184feeb427d174a72b70b8e959f902bd1u&mid=350014857&platform=pc&upsig=af0732c5b2a06447990e7fbd720c235d&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000260&bvc=vod&nettype=0&orderid=0,2&agrr=0&bw=40645&logo=A0002000",,"https://cn-hncs3-cmcc-v-03.bilivideo.com/upgcxcode/31/17/777921731/777921731_u1-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578245&gen=playurlv2&os=bcache&oi=2028218539&trid=000084feeb427d174a72b70b8e959f902bd1u&mid=350014857&platform=pc&upsig=94cea1f73510141215fd1edcb0131953&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&cdnid=6554&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=270541&logo=80000000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy111x59x243x71xy.mcdn.bilivideo.cn:4483/upgcxcode/59/14/777711459/777711459_nb3-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578249&gen=playurlv2&os=mcdn&oi=2028218539&trid=000106634a517d5a4f428c4df3e9db63e21bu&mid=350014857&platform=pc&upsig=def00e00dc5b071a42028ce16c836a1f&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000260&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=15994&logo=A0002000",,"https://xy111x59x243x171xy.mcdn.bilivideo.cn:4483/upgcxcode/59/14/777711459/777711459_nb3-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578249&gen=playurlv2&os=mcdn&oi=2028218539&trid=000106634a517d5a4f428c4df3e9db63e21bu&mid=350014857&platform=pc&upsig=94f14f1512294472a908788c446332ef&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000260&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=144212&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy36x136x5x76xy.mcdn.bilivideo.cn:4483/upgcxcode/88/11/777621188/777621188-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578252&gen=playurlv2&os=mcdn&oi=2028218539&trid=00019cb7d56982eb49fba1d6744836d26df0u&mid=350014857&platform=pc&upsig=8ce5e4db101048205d0c7ff889b30a83&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=9001675&bvc=vod&nettype=0&orderid=0,2&agrr=0&bw=40049&logo=A0000100",,"https://xy39x164x36x74xy.mcdn.bilivideo.cn:4483/upgcxcode/88/11/777621188/777621188-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578252&gen=playurlv2&os=mcdn&oi=2028218539&trid=00019cb7d56982eb49fba1d6744836d26df0u&mid=350014857&platform=pc&upsig=36a09f7d76d6bfdc244df5a917ee0969&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000252&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=219627&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy39x164x101x246xy.mcdn.bilivideo.cn:4483/upgcxcode/92/23/780352392/780352392-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578255&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001595ed0cd20a742459616bc096a6cb6e9u&mid=350014857&platform=pc&upsig=94a3302afd7879c55194244b434e1d64&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=16369&logo=A0002000",,"https://xy39x164x115x229xy.mcdn.bilivideo.cn:4483/upgcxcode/92/23/780352392/780352392-1-30064.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578255&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001595ed0cd20a742459616bc096a6cb6e9u&mid=350014857&platform=pc&upsig=d8077bf0d01a1c78d47843e639c6ed9d&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=93596&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://cn-hbwh-cm-01-04.bilivideo.com/upgcxcode/23/62/778176223/778176223-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578258&gen=playurlv2&os=bcache&oi=2028218539&trid=000056539213447f4b2db33c1ed240a480c2u&mid=350014857&platform=pc&upsig=6bb4601c5ca265d7fcce75de1a709d0a&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&cdnid=10200&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=16647&logo=80000000",,"https://cn-hbwh-cm-01-06.bilivideo.com/upgcxcode/23/62/778176223/778176223-1-30064.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578258&gen=playurlv2&os=vcache&oi=2028218539&trid=000156539213447f4b2db33c1ed240a480c2u&mid=350014857&platform=pc&upsig=56a15b771f4417ac4bbc72d8445ad7c3&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&cdnid=10202&bvc=vod&nettype=0&orderid=0,2&agrr=0&bw=25322&logo=80000000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy111x59x243x176xy.mcdn.bilivideo.cn:4483/upgcxcode/69/49/780474969/780474969_nb3-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578261&gen=playurlv2&os=mcdn&oi=2028218539&trid=00015d308eb42ba3451cb17f6c7d7b442b92u&mid=350014857&platform=pc&upsig=601762850b7cd52fd99142d82d75bdfc&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000260&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=40029&logo=A0002000",,"https://xy39x165x139x19xy.mcdn.bilivideo.cn:4483/upgcxcode/69/49/780474969/780474969_nb3-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578261&gen=playurlv2&os=mcdn&oi=2028218539&trid=00015d308eb42ba3451cb17f6c7d7b442b92u&mid=350014857&platform=pc&upsig=3d6e34785ad571022835a24c75e4911a&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000252&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=104009&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy36x136x5x84xy.mcdn.bilivideo.cn:4483/upgcxcode/28/67/777966728/777966728_nb3-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578265&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001c79a7de5faa84779989a8fb4a91ce759u&mid=350014857&platform=pc&upsig=aa2690cf3fecea3c1627339d5a63f41c&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=9002126&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=29880&logo=A0000100",,"https://xy39x164x101x188xy.mcdn.bilivideo.cn:4483/upgcxcode/28/67/777966728/777966728_nb3-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578265&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001c79a7de5faa84779989a8fb4a91ce759u&mid=350014857&platform=pc&upsig=ab52d5bcb4539f767bfa674b9aca5bfb&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000261&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=66180&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy117x141x30x32xy.mcdn.bilivideo.cn:4483/upgcxcode/89/66/780456689/780456689_nb3-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578269&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001e63712e48fe04a7c9a79f7a7bc50d0d8u&mid=350014857&platform=pc&upsig=05a441d284fe32f26aa1badb54566332&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=9002172&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=32371&logo=A0000100",,"https://xy36x136x5x77xy.mcdn.bilivideo.cn:4483/upgcxcode/89/66/780456689/780456689_nb3-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578269&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001e63712e48fe04a7c9a79f7a7bc50d0d8u&mid=350014857&platform=pc&upsig=6acc5b4037047a6c94ecf69d6850a1ee&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=9001675&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=255707&logo=A0000100",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy117x141x171x78xy.mcdn.bilivideo.cn:4483/upgcxcode/11/09/780510911/780510911-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578273&gen=playurlv2&os=mcdn&oi=2028218539&trid=00011411d49abbfd4f8cad1521a31888e744u&mid=350014857&platform=pc&upsig=258170f08a48a84eaba1666b7733e5bf&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000268&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=16263&logo=A0002000",,"https://xy39x164x101x180xy.mcdn.bilivideo.cn:4483/upgcxcode/11/09/780510911/780510911-1-30064.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578273&gen=playurlv2&os=mcdn&oi=2028218539&trid=00011411d49abbfd4f8cad1521a31888e744u&mid=350014857&platform=pc&upsig=77810e56852b524f03d4aaa2f74a398a&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000261&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=128437&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
WOTE逃离地球乐队,BV1oB4y1Y7Xi,22930,Bet On Me 首支现场版来啦！在渥太华的巡演太开心了，听说我们在B站获得了十万粉丝的奖杯！迫不及待想拥有！谢谢所有B站的小伙伴！！Bet on you guys!!,,"https://xy39x164x101x244xy.mcdn.bilivideo.cn:4483/upgcxcode/65/71/781227165/781227165-1-30280.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578277&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001e80e1de029a64c0caa43df91fe9782bfu&mid=350014857&platform=pc&upsig=1e3e9ec153c4854bab3a911f9ecfe119&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=16671&logo=A0002000",,"https://xy39x164x101x242xy.mcdn.bilivideo.cn:4483/upgcxcode/65/71/781227165/781227165-1-30080.m4s?e=ig8euxZM2rNcNbdlhoNvNC8BqJIzNbfqXBvEqxTEto8BTrNvN0GvT90W5JZMkX_YN0MvXg8gNEV4NC8xNEV4N03eN0B5tZlqNxTEto8BTrNvNeZVuJ10Kj_g2UB02J0mN0B5tZlqNCNEto8BTrNvNC7MTX502C8f2jmMQJ6mqF2fka1mqx6gqj0eN0B599M=&uipk=5&nbs=1&deadline=1658578277&gen=playurlv2&os=mcdn&oi=2028218539&trid=0001e80e1de029a64c0caa43df91fe9782bfu&mid=350014857&platform=pc&upsig=ed7d9b1b8fa87be476d868ab079c4396&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&mcdnid=14000249&bvc=vod&nettype=0&orderid=0,3&agrr=0&bw=333439&logo=A0002000",Bet On Me 演出版来啦！在渥太华蹦蹦跳跳，音乐超有魔力！,https://www.bilibili.com/video/BV1oB4y1Y7Xi
